Type,Localisation,Latitude,Longitude,Price,Area,Rooms,Bedrooms,Bathrooms,Floor,Other_tags,Price_m2
Appartements,Casablanca Finance City,,,22000,219.0,4.0,3.0,3.0,11.0,"['Nouveau', ""Moins d'un an""]",100.45662100456622
Appartements,Anfa,,,1230000,86.0,3.0,2.0,2.0,1.0,"['Bon état', '10-20 ans']",14302.32558139535
Appartements,La Gironde,,,900000,86.0,3.0,2.0,1.0,5.0,"['Bon état', '10-20 ans']",10465.116279069767
Appartements,Bourgogne Ouest,,,2400000,180.0,5.0,3.0,3.0,3.0,"['Bon état', '10-20 ans']",13333.333333333334
Appartements,Les princesses,33.5742088,-7.644182400000005,1550000,120.0,5.0,3.0,2.0,5.0,"['Bon état', '5-10 ans']",12916.666666666666
Appartements,Bourgogne Ouest,,,1450000,113.0,4.0,3.0,2.0,1.0,"['Bon état', '10-20 ans']",12831.858407079646
Appartements,Triangle d'Or,33.582734173084866,-7.675838470458984,4800000,245.0,4.0,3.0,3.0,3.0,"['Bon état', '10-20 ans']",19591.836734693876
Appartements,Maârif Extension,,,1700000,110.0,3.0,2.0,2.0,,"['Bon état', '20-30 ans']",15454.545454545454
Appartements,Anassi,,,330000,50.0,3.0,2.0,1.0,1.0,"['Bon état', '5-10 ans']",6600.0
Villas,Californie,33.53595755299843,-7.625627517700195,7500000,400.0,8.0,5.0,4.0,0.0,['Bon état'],18750.0
Appartements,Triangle d'Or,33.582734173084866,-7.675838470458984,3600000,144.0,5.0,3.0,3.0,,['Bon état'],25000.0
Appartements,Maârif,33.58602331802259,-7.636442184448242,1750000,113.0,3.0,2.0,2.0,4.0,"['Nouveau', '1-5 ans']",15486.725663716814
Appartements,Bourgogne Ouest,,,2590000,100.0,3.0,2.0,3.0,6.0,"['Nouveau', ""Moins d'un an""]",25900.0
Appartements,Triangle d'Or,33.582734173084866,-7.675838470458984,3300000,121.0,3.0,1.0,2.0,10.0,"['Nouveau', ""Moins d'un an""]",27272.727272727272
Appartements,Racine,33.592458238962855,-7.648158073425293,1300000,48.0,2.0,1.0,1.0,2.0,"['Nouveau', '1-5 ans']",27083.333333333332
Appartements,Gauthier,,,2900000,230.0,4.0,3.0,3.0,7.0,"['Bon état', '10-20 ans']",12608.695652173914
Appartements,La Gironde,33.58505803848486,-7.601637840270996,1290000,105.0,7.0,2.0,2.0,1.0,"['Bon état', '5-10 ans']",12285.714285714286
Appartements,Val Fleury,,,2219000,124.0,8.0,3.0,3.0,3.0,"['Nouveau', ""Moins d'un an""]",17895.16129032258
Appartements,Anfa,,,2408000,165.0,6.0,4.0,2.0,9.0,['Bon état'],14593.939393939394
Appartements,Val Fleury,33.63154039181085,-7.6297176422365,2500000,137.0,4.0,3.0,3.0,2.0,"['Nouveau', ""Moins d'un an""]",18248.17518248175
Appartements,Gauthier,,,1870000,107.0,4.0,3.0,2.0,6.0,['Nouveau'],17476.635514018693
Appartements,Maârif,33.58602331802259,-7.636442184448242,860000,51.0,2.0,1.0,1.0,2.0,"['Nouveau', '1-5 ans']",16862.745098039217
Appartements,Gauthier,,,2300000,88.0,3.0,2.0,2.0,3.0,"['Nouveau', ""Moins d'un an""]",26136.363636363636
Villas,Anfa,,,11900000,625.0,6.0,5.0,6.0,0.0,"['À rénover', '30-50 ans']",19040.0
Villas,Anfa,,,27000000,1000.0,6.0,6.0,7.0,0.0,"['À rénover', '30-50 ans']",27000.0
Appartements,Maârif Extension,33.57987394514173,-7.646827697753906,1200000,87.0,3.0,2.0,2.0,,['Bon état'],13793.103448275862
Appartements,Les princesses,,,930000,89.0,3.0,2.0,2.0,,['Bon état'],10449.438202247191
Appartements,Val Fleury,,,1290000,81.0,4.0,2.0,1.0,,['Bon état'],15925.925925925925
Appartements,Beauséjour,33.568610876168464,-7.648673057556152,1125000,75.0,3.0,2.0,2.0,,['Nouveau'],15000.0
Appartements,Riviera,,,1600000,80.0,4.0,3.0,2.0,,"['Nouveau', ""Moins d'un an""]",20000.0
Villas,Sidi Maarouf,,,5500000,400.0,7.0,5.0,4.0,0.0,['Bon état'],13750.0
Appartements,Val Fleury,33.57519011717882,-7.636785507202148,3000000,225.0,6.0,4.0,4.0,,['Bon état'],13333.333333333334
Appartements,Val Fleury,33.57519011717882,-7.636785507202148,2200000,160.0,4.0,3.0,2.0,,['Bon état'],13750.0
Appartements,Ain Diab,33.58630932470067,-7.671375274658203,4500000,238.0,4.0,3.0,4.0,3.0,"['Nouveau', ""Moins d'un an""]",18907.563025210085
Appartements,Racine Extension,,,3400000,198.0,4.0,3.0,3.0,4.0,"['Bon état', '10-20 ans']",17171.717171717173
Appartements,Racine,,,2800000,107.0,4.0,3.0,4.0,5.0,"['Nouveau', ""Moins d'un an""]",26168.22429906542
Villas,Californie,33.53620795401007,-7.588162422180375,45000000,4037.0,12.0,6.0,7.0,0.0,"['Bon état', '10-20 ans']",11146.891255883082
Appartements,Gauthier,,,4200000,244.0,4.0,3.0,4.0,6.0,"['Nouveau', '5-10 ans']",17213.114754098362
Appartements,Gauthier,33.58891909184207,-7.628674507141113,4900000,446.0,6.0,5.0,4.0,6.0,"['Bon état', '1-5 ans']",10986.547085201793
Appartements,Gauthier,,,3400000,229.0,4.0,3.0,3.0,1.0,"['Bon état', '5-10 ans']",14847.161572052402
Appartements,Gauthier,33.58891909184207,-7.628674507141113,4200000,200.0,4.0,3.0,3.0,1.0,"['Nouveau', '1-5 ans']",21000.0
Appartements,Ain Diab,,,2256000,94.0,3.0,2.0,2.0,,"['Bon état', '10-20 ans']",24000.0
Appartements,Casablanca Finance City,,,2090000,99.0,3.0,2.0,2.0,3.0,"['Nouveau', '1-5 ans']",21111.11111111111
Appartements,Racine,33.592458238962855,-7.648158073425293,3500000,183.0,5.0,3.0,2.0,4.0,['Bon état'],19125.683060109288
Appartements,Palmier,33.57154299116339,-7.636313438415527,3800000,258.0,7.0,4.0,3.0,4.0,"['Bon état', '5-10 ans']",14728.682170542636
Appartements,Californie,,,1558920,145.0,3.0,2.0,2.0,,[],10751.172413793103
Appartements,Oasis,,,1540000,96.0,3.0,2.0,1.0,,['Nouveau'],16041.666666666666
Appartements,Oasis,,,1239000,59.0,3.0,2.0,1.0,1.0,['Nouveau'],21000.0
Appartements,Oasis,,,1176000,56.0,2.0,1.0,1.0,1.0,['Nouveau'],21000.0
Appartements,La Gironde,,,1035000,90.0,4.0,3.0,2.0,5.0,['Nouveau'],11500.0
Villas,CIL (Hay Salam),,,10400000,400.0,3.0,5.0,3.0,0.0,"['À rénover', '20-30 ans']",26000.0
Villas,Racine Extension,33.59056356209817,-7.640819549560547,3400000,122.0,5.0,3.0,2.0,0.0,"['Bon état', '20-30 ans']",27868.852459016394
Villas,Les Crêtes,,,9000000,800.0,5.0,4.0,3.0,0.0,['Bon état'],11250.0
Villas,Sidi Maarouf,,,3900000,330.0,6.0,5.0,4.0,0.0,['Bon état'],11818.181818181818
Appartements,Val Fleury,,,1030000,77.0,3.0,2.0,2.0,,['Bon état'],13376.623376623376
Appartements,Les princesses,33.57154299116339,-7.636313438415527,2200000,150.0,4.0,3.0,3.0,,['Bon état'],14666.666666666666
Appartements,Maârif Extension,,,1650000,113.0,4.0,3.0,2.0,,['Nouveau'],14601.769911504425
Appartements,Les princesses,33.57154299116339,-7.636313438415527,1810000,121.0,4.0,2.0,2.0,,['Bon état'],14958.677685950413
Appartements,Les princesses,,,1950000,131.0,4.0,3.0,2.0,,['Bon état'],14885.496183206107
Appartements,Les princesses,,,2500000,130.0,4.0,3.0,2.0,,['Nouveau'],19230.76923076923
Appartements,Les Hôpitaux,,,1700000,155.0,4.0,3.0,2.0,,['Bon état'],10967.741935483871
Appartements,Maârif,,,920000,59.0,2.0,1.0,2.0,,['Nouveau'],15593.22033898305
Appartements,Val Fleury,,,1550000,121.0,3.0,2.0,1.0,,"['Bon état', '5-10 ans']",12809.917355371901
Appartements,Ain Diab,,,5100000,230.0,8.0,3.0,2.0,,"['Bon état', '5-10 ans']",22173.91304347826
Appartements,Les princesses,33.57154299116339,-7.636313438415527,1570000,105.0,3.0,2.0,2.0,1.0,"['Bon état', '5-10 ans']",14952.380952380952
Villas,Californie,33.53595755299843,-7.625627517700195,16000000,1076.0,6.0,5.0,6.0,0.0,"['Bon état', '10-20 ans']",14869.888475836431
Appartements,Maârif,33.58602331802259,-7.636442184448242,1000000,66.0,3.0,2.0,1.0,2.0,['Nouveau'],15151.515151515152
Appartements,Californie,,,2331280,181.0,4.0,3.0,3.0,,['Nouveau'],12880.0
Appartements,Californie,,,1688960,104.0,3.0,2.0,2.0,1.0,['Nouveau'],16240.0
Appartements,Californie,,,1771840,113.0,4.0,3.0,2.0,3.0,['Nouveau'],15680.0
Appartements,Californie,,,1624000,100.0,4.0,3.0,2.0,4.0,[],16240.0
Appartements,Les princesses,,,1760000,125.0,3.0,2.0,2.0,,['Nouveau'],14080.0
Appartements,Bourgogne Ouest,,,1200000,51.0,2.0,1.0,1.0,3.0,"['Nouveau', ""Moins d'un an""]",23529.41176470588
Appartements,Maârif,33.58387740855719,-7.634983820270747,850000,40.0,2.0,1.0,1.0,3.0,"['Nouveau', ""Moins d'un an""]",21250.0
Appartements,Californie,,,2324380,125.0,4.0,3.0,,1.0,['Nouveau'],18595.04
Appartements,Maârif,,,2020750,100.0,4.0,2.0,2.0,3.0,['Nouveau'],20207.5
Appartements,Californie,,,1642500,91.0,4.0,3.0,2.0,4.0,['Nouveau'],18049.45054945055
Appartements,Casablanca Finance City,,,1789000,96.0,3.0,2.0,2.0,1.0,['Nouveau'],18635.416666666668
Appartements,Anfa,33.596175974504256,-7.657470703125,1050000,63.0,3.0,2.0,2.0,1.0,"['Nouveau', ""Moins d'un an""]",16666.666666666668
Appartements,Racine,33.58602331802256,-7.644424438476562,1950000,99.0,4.0,2.0,2.0,4.0,"['Bon état', '10-20 ans']",19696.969696969696
Appartements,Bourgogne Est,33.5910640468237,-7.55670547485352,2300000,160.0,3.0,2.0,2.0,3.0,"['Nouveau', '1-5 ans']",14375.0
Appartements,Maârif,,,3500000,243.0,4.0,3.0,3.0,5.0,"['Bon état', '20-30 ans']",14403.292181069959
Villas,Ain Diab,33.58630932470067,-7.671375274658203,27000000,1180.0,7.0,4.0,6.0,0.0,"['Nouveau', '1-5 ans']",22881.35593220339
Appartements,Maârif Extension,,,1200000,95.0,3.0,2.0,2.0,7.0,"['Bon état', '10-20 ans']",12631.578947368422
Riad,Ain Diab Extension,,,7300000,395.0,7.0,4.0,3.0,0.0,"['Nouveau', '5-10 ans']",18481.01265822785
Appartements,Val Fleury,33.57519011717882,-7.636785507202148,1750000,125.0,4.0,3.0,2.0,,['Bon état'],14000.0
Appartements,Les princesses,33.57154299116339,-7.636313438415527,2754000,204.0,5.0,4.0,3.0,,['Nouveau'],13500.0
Appartements,Les princesses,,,2300000,140.0,4.0,3.0,3.0,,['Nouveau'],16428.571428571428
Appartements,Val Fleury,33.57154299116339,-7.636313438415527,13000000,103.0,4.0,2.0,2.0,,['Bon état'],126213.59223300971
Villas,Californie,33.5320075462679,-7.616862947014511,7900000,450.0,4.0,3.0,3.0,0.0,"['Bon état', '5-10 ans']",17555.555555555555
Appartements,Les Hôpitaux,33.5725161175046,-7.615165513329458,2500000,167.0,4.0,3.0,2.0,,['Bon état'],14970.059880239522
Appartements,Oasis,33.57154299116339,-7.636313438415527,1700000,93.0,4.0,3.0,2.0,,['Nouveau'],18279.56989247312
Appartements,Hay Alamal,33.571814593452444,-7.596349711053136,800000,76.0,3.0,2.0,1.0,4.0,"['Bon état', '1-5 ans']",10526.315789473685
Appartements,Mers Sultan,33.57955216356586,-7.611980438232422,910000,91.0,4.0,3.0,2.0,7.0,"['Bon état', '10-20 ans']",10000.0
Appartements,Beauséjour,,,1222000,106.0,3.0,2.0,2.0,4.0,"['Bon état', '5-10 ans']",11528.301886792453
Appartements,Californie,,,1602050,96.0,4.0,3.0,3.0,1.0,['Nouveau'],16688.020833333332
Appartements,Californie,,,1626460,106.0,4.0,3.0,3.0,,['Nouveau'],15343.962264150943
Appartements,Californie,,,1691200,100.0,4.0,3.0,2.0,3.0,['Nouveau'],16912.0
Appartements,Californie,,,1547620,94.0,4.0,3.0,2.0,4.0,['Nouveau'],16464.042553191488
Appartements,Oasis,,,1386000,63.0,3.0,2.0,1.0,3.0,['Nouveau'],22000.0
Appartements,Oasis,,,1298000,59.0,2.0,1.0,1.0,3.0,['Nouveau'],22000.0
Appartements,Californie,,,1884080,122.0,3.0,2.0,,3.0,['Nouveau'],15443.27868852459
Appartements,Californie,,,2687620,147.0,4.0,3.0,,2.0,['Nouveau'],18283.12925170068
Appartements,CIL (Hay Salam),,,1500000,102.0,4.0,2.0,2.0,,"['Nouveau', '10-20 ans']",14705.882352941177
Appartements,Racine,33.58809684495913,-7.644681930542021,1850000,82.0,3.0,2.0,2.0,3.0,"['Bon état', '10-20 ans']",22560.975609756097
Appartements,Les princesses,,,3200000,200.0,6.0,3.0,3.0,5.0,"['Bon état', '5-10 ans']",16000.0
Appartements,Racine,,,1800000,82.0,5.0,2.0,1.0,2.0,"['Bon état', '5-10 ans']",21951.219512195123
Appartements,Californie,,,1565360,136.0,3.0,2.0,2.0,,[],11510.0
Appartements,Casablanca Finance City,33.547117579470296,-7.675495147705078,1612120,112.0,3.0,2.0,2.0,,['Nouveau'],14393.92857142857
Appartements,Oasis,,,2701000,151.0,4.0,3.0,2.0,1.0,['Nouveau'],17887.417218543047
Appartements,Californie,,,1539000,114.0,3.0,2.0,2.0,3.0,['Nouveau'],13500.0
Appartements,Racine,,,4300000,182.0,6.0,3.0,2.0,5.0,"['Bon état', '10-20 ans']",23626.373626373625
Villas,CIL (Hay Salam),33.57601248704883,-7.603912353515625,10900000,565.0,5.0,4.0,3.0,0.0,['Bon état'],19292.035398230088
Appartements,Racine,,,2790000,200.0,4.0,3.0,2.0,,['À rénover'],13950.0
Villas,Sidi Maarouf,33.53679346667466,-7.6432200736928735,4800000,250.0,5.0,3.0,3.0,0.0,['Bon état'],19200.0
Villas,Laymoune,33.52227738746349,-7.834625244140625,7800000,392.0,8.0,5.0,5.0,0.0,"['Bon état', '10-20 ans']",19897.95918367347
Appartements,Gauthier,33.58891909184207,-7.628674507141113,3328000,228.0,3.0,3.0,3.0,3.0,"['Bon état', '20-30 ans']",14596.491228070176
Villas,Californie,33.53595755299843,-7.625627517700195,5500000,256.0,6.0,4.0,4.0,0.0,['Bon état'],21484.375
Appartements,Bourgogne Ouest,33.59555506334828,-7.64233853443065,2150000,131.0,4.0,3.0,2.0,4.0,"['Bon état', '10-20 ans']",16412.213740458013
Villas,Ain Diab Extension,33.57088335240648,-7.702467441558866,13000000,608.0,6.0,5.0,6.0,0.0,"['Bon état', '5-10 ans']",21381.57894736842
Villas,Longchamps (Hay Al Hanâa),33.57751418572474,-7.664079666137695,10500000,600.0,6.0,6.0,6.0,0.0,"['Bon état', '10-20 ans']",17500.0
Villas,Californie,33.525905142027,-7.630777359008789,17000000,780.0,10.0,7.0,8.0,0.0,"['Bon état', '10-20 ans']",21794.871794871793
Appartements,CIL (Hay Salam),33.547117579470296,-7.675495147705078,2400000,175.0,5.0,4.0,2.0,5.0,"['Bon état', '5-10 ans']",13714.285714285714
Villas,Ain Diab,33.57851716978833,-7.670602798461886,18525000,1235.0,10.0,7.0,8.0,0.0,"['À rénover', '30-50 ans']",15000.0
Villas,Les princesses,33.584192931255984,-7.653940916061174,14000000,1068.0,8.0,5.0,6.0,0.0,"['À rénover', '30-50 ans']",13108.614232209738
Appartements,Casablanca Finance City,33.56693159097548,-7.660132059550278,2350000,116.0,3.0,2.0,2.0,1.0,"['Nouveau', '1-5 ans']",20258.620689655174
Appartements,Californie,,,2282580,119.0,3.0,2.0,,3.0,['Nouveau'],19181.344537815126
Appartements,Californie,,,1865650,121.0,3.0,2.0,,3.0,['Nouveau'],15418.595041322315
Appartements,Californie,,,2464050,141.0,4.0,3.0,,,['Nouveau'],17475.531914893618
Appartements,Californie,,,2758050,147.0,4.0,3.0,,3.0,['Nouveau'],18762.244897959183
Appartements,Californie,,,2340600,124.0,4.0,3.0,,1.0,['Nouveau'],18875.8064516129
Appartements,Californie,,,2884800,164.0,4.0,3.0,,1.0,['Nouveau'],17590.243902439026
Appartements,Californie,,,1911600,106.0,3.0,2.0,,,['Nouveau'],18033.962264150945
Appartements,Californie,,,2735500,148.0,4.0,3.0,,3.0,['Nouveau'],18483.108108108107
Villas,Longchamps (Hay Al Hanâa),,,11700000,470.0,3.0,5.0,4.0,0.0,"['Bon état', '10-20 ans']",24893.617021276597
Appartements,Bourgogne Ouest,,,2500000,131.0,2.0,3.0,2.0,3.0,"['Bon état', '5-10 ans']",19083.969465648854
Villas,Californie,,,7500000,434.0,4.0,4.0,4.0,0.0,"['Bon état', '10-20 ans']",17281.10599078341
Villas,El Manar - El Hank,,,10000000,490.0,9.0,5.0,5.0,0.0,"['Bon état', '10-20 ans']",20408.163265306124
Villas,Ain Diab Extension,33.57815776287343,-7.692489624023437,7500000,395.0,9.0,5.0,2.0,0.0,"['Bon état', '10-20 ans']",18987.3417721519
Appartements,Oulfa,,,1260000,110.0,4.0,3.0,1.0,,"['Nouveau', ""Moins d'un an""]",11454.545454545454
Villas,El Manar - El Hank,33.60689931379632,-7.652578353881836,7600000,480.0,1.0,1.0,1.0,0.0,"['À rénover', '20-30 ans']",15833.333333333334
Villas,Sidi Maarouf,33.51821300640254,-7.644338607788086,6800000,450.0,7.0,4.0,4.0,0.0,"['Nouveau', '1-5 ans']",15111.111111111111
Appartements,Bourgogne Ouest,33.598304662993705,-7.644252777099609,1250000,80.0,3.0,2.0,2.0,,"['Nouveau', '1-5 ans']",15625.0
Villas,Californie,,,16000000,1000.0,5.0,4.0,3.0,0.0,['Bon état'],16000.0
Appartements,Belvédère,33.5895625839363,-7.59678840637207,1180000,102.0,4.0,2.0,2.0,,"['Nouveau', '1-5 ans']",11568.627450980392
Appartements,Racine,,,3900000,217.0,6.0,3.0,2.0,,"['Nouveau', '5-10 ans']",17972.350230414748
Villas,Californie,33.53766930473835,-7.627870930716028,35000000,2500.0,4.0,4.0,4.0,0.0,"['Bon état', '5-10 ans']",14000.0
Appartements,Racine,33.592458238962855,-7.648158073425293,2800000,126.0,4.0,3.0,2.0,2.0,['Bon état'],22222.222222222223
Villas,Ain Diab Extension,33.57640223480511,-7.697060108184786,18000000,1426.0,10.0,6.0,6.0,0.0,"['Bon état', '5-10 ans']",12622.720897615709
Villas,Californie,33.52322191659885,-7.630777359008789,14000000,724.0,10.0,6.0,7.0,0.0,"['Bon état', '10-20 ans']",19337.016574585636
Appartements,Maârif Extension,33.58467371121882,-7.644124031066866,1750000,114.0,3.0,2.0,2.0,4.0,"['Bon état', '10-20 ans']",15350.877192982456
Villas,Ain Diab Extension,33.5701842185467,-7.70639419555664,8300000,478.0,8.0,5.0,5.0,0.0,"['Bon état', '5-10 ans']",17364.016736401674
Appartements,Palmier,33.581591959344806,-7.631034851074332,1900000,122.0,4.0,3.0,2.0,5.0,"['Bon état', '5-10 ans']",15573.77049180328
Appartements,Racine,33.5906726749347,-7.638759613037223,3600000,183.0,5.0,4.0,4.0,4.0,"['Bon état', '10-20 ans']",19672.131147540982
Appartements,Bourgogne Ouest,,,590000,83.0,2.0,1.0,1.0,4.0,"['Bon état', '20-30 ans']",7108.433734939759
Appartements,Anassi,33.59016530000001,-7.492851700000017,650000,75.0,2.0,2.0,2.0,,['Bon état'],8666.666666666666
Appartements,Bourgogne Est,,,1000000,47.0,2.0,1.0,1.0,3.0,['Bon état'],21276.59574468085
Appartements,Gauthier,,,2500000,176.0,4.0,3.0,2.0,3.0,['Nouveau'],14204.545454545454
Appartements,Californie,,,2210800,123.0,3.0,2.0,,,['Nouveau'],17973.983739837397
Appartements,Californie,,,2292450,125.0,4.0,3.0,,2.0,['Nouveau'],18339.6
Appartements,Californie,,,2129100,137.0,3.0,2.0,,3.0,['Nouveau'],15540.87591240876
Appartements,Californie,,,2694800,148.0,4.0,3.0,,2.0,['Nouveau'],18208.108108108107
Appartements,Californie,,,2228400,124.0,3.0,2.0,,,['Nouveau'],17970.967741935485
Appartements,Californie,,,2168180,138.0,3.0,2.0,,3.0,['Nouveau'],15711.449275362318
Appartements,Californie,,,2721750,145.0,4.0,3.0,,1.0,['Nouveau'],18770.689655172413
Appartements,Californie,,,2594400,144.0,4.0,3.0,,1.0,['Nouveau'],18016.666666666668
Appartements,Palmier,,,3700000,265.0,4.0,3.0,2.0,,['Bon état'],13962.264150943396
Appartements,Oasis,,,2700000,128.0,4.0,3.0,2.0,,[],21093.75
Villas,Centre Ville,,,15500000,890.0,,4.0,2.0,0.0,[],17415.73033707865
Villas,Anfa,,,3400000,122.0,,,,0.0,[],27868.852459016394
Appartements,Oulfa,,,861000,82.0,3.0,2.0,2.0,3.0,['Nouveau'],10500.0
Appartements,Oulfa,,,600000,75.0,3.0,2.0,2.0,2.0,"['Nouveau', ""Moins d'un an""]",8000.0
Appartements,Les princesses,33.57504405145796,-7.646653342488548,2400000,158.0,4.0,3.0,3.0,4.0,"['Bon état', '10-20 ans']",15189.87341772152
Appartements,Racine,,,6000000,266.0,7.0,4.0,4.0,3.0,"['Nouveau', ""Moins d'un an""]",22556.39097744361
Appartements,Les princesses,,,2000000,138.0,4.0,3.0,2.0,4.0,"['Bon état', '10-20 ans']",14492.753623188406
Appartements,Les Hôpitaux,,,2400000,151.0,5.0,3.0,2.0,5.0,"['Nouveau', '1-5 ans']",15894.039735099337
Appartements,Triangle d'Or,33.586846277644604,-7.637307099920491,4800000,264.0,6.0,3.0,3.0,1.0,"['Nouveau', '1-5 ans']",18181.81818181818
Appartements,Racine,33.592458238962855,-7.648158073425293,4200000,177.0,4.0,3.0,2.0,,['Bon état'],23728.813559322032
Villas,Oasis,33.55702447218315,-7.6348114013671875,11600000,1058.0,12.0,6.0,4.0,0.0,"['Bon état', '10-20 ans']",10964.083175803402
Appartements,Oasis,33.555522417114226,-7.63700008392334,1264660,55.0,,1.0,1.0,4.0,[],22993.81818181818
Appartements,Racine,33.592458238962855,-7.648158073425293,2500000,165.0,4.0,3.0,2.0,3.0,['Bon état'],15151.515151515152
Appartements,Bourgogne Ouest,33.598304662993705,-7.644252777099609,2450000,120.0,3.0,2.0,1.0,3.0,['Nouveau'],20416.666666666668
Appartements,Gauthier,33.59424563181959,-7.610692977905273,1737300,98.0,3.0,2.0,2.0,6.0,"['Bon état', '10-20 ans']",17727.551020408162
Appartements,Derb Ghalef,,,1350000,101.0,3.0,2.0,2.0,6.0,"['Bon état', '1-5 ans']",13366.336633663366
Appartements,La Gironde,33.57708513162621,-7.602968215942383,1100000,96.0,4.0,2.0,2.0,2.0,"['Bon état', '10-20 ans']",11458.333333333334
Appartements,Aïn Sebaâ,,,320000,50.0,3.0,2.0,1.0,2.0,['Bon état'],6400.0
Villas,Californie,33.53595755299843,-7.625627517700195,12000000,1105.0,8.0,4.0,4.0,0.0,"['Bon état', '10-20 ans']",10859.72850678733
Appartements,Hay Alhoda,,,530000,69.0,3.0,2.0,1.0,3.0,"['Bon état', '5-10 ans']",7681.159420289855
Appartements,Maârif Extension,,,1200000,83.0,3.0,2.0,2.0,2.0,"['Nouveau', ""Moins d'un an""]",14457.831325301206
Appartements,Californie,,,2528950,134.0,4.0,3.0,,3.0,['Nouveau'],18872.761194029852
Appartements,Les Hôpitaux,,,2012500,129.0,3.0,3.0,2.0,5.0,"['Nouveau', ""Moins d'un an""]",15600.77519379845
Villas,Polo,33.55884836108079,-7.617988586425781,13500000,1434.0,8.0,6.0,4.0,0.0,"['Bon état', '10-20 ans']",9414.225941422594
Appartements,Oasis,,,2850000,195.0,4.0,3.0,3.0,1.0,"['Bon état', '1-5 ans']",14615.384615384615
Villas,CIL (Hay Salam),33.56700174635298,-7.652921676635685,5990000,361.0,7.0,3.0,3.0,0.0,"['Bon état', '5-10 ans']",16592.797783933518
Appartements,Racine,33.592458238962855,-7.648158073425293,6000000,250.0,6.0,3.0,3.0,5.0,['Nouveau'],24000.0
Villas,CIL (Hay Salam),33.57243690885356,-7.657556533813477,16520000,944.0,9.0,7.0,6.0,0.0,['Bon état'],17500.0
Appartements,Gauthier,,,2450000,167.0,3.0,2.0,3.0,2.0,"['Bon état', '5-10 ans']",14670.65868263473
Appartements,Oasis,33.555522417114226,-7.63700008392334,1286380,56.0,,1.0,1.0,5.0,[],22971.071428571428
Appartements,Oasis,33.555522417114226,-7.63700008392334,1050660,47.0,,1.0,1.0,3.0,[],22354.468085106382
Appartements,Oasis,33.555522417114226,-7.63700008392334,947400,41.0,,1.0,1.0,2.0,[],23107.317073170732
Appartements,Oasis,33.555522417114226,-7.63700008392334,1268400,56.0,,1.0,1.0,2.0,[],22650.0
Appartements,Oasis,33.555522417114226,-7.63700008392334,1223060,58.0,,1.0,1.0,1.0,[],21087.241379310344
Appartements,Oasis,33.555522417114226,-7.63700008392334,1039960,49.0,,1.0,1.0,1.0,[],21223.673469387755
Appartements,Oasis,33.555522417114226,-7.63700008392334,1247000,55.0,,1.0,1.0,1.0,[],22672.727272727272
Appartements,Oasis,33.555522417114226,-7.63700008392334,1280170,58.0,,1.0,1.0,1.0,[],22071.896551724138
Appartements,Oasis,33.555522417114226,-7.63700008392334,1317080,63.0,,1.0,1.0,1.0,[],20906.031746031746
Appartements,Oasis,33.555522417114226,-7.63700008392334,968800,42.0,,1.0,1.0,2.0,[],23066.666666666668
Appartements,Oasis,33.555522417114226,-7.63700008392334,1154980,52.0,,1.0,1.0,3.0,[],22211.153846153848
Appartements,Oasis,33.555522417114226,-7.63700008392334,802415,37.0,,1.0,1.0,3.0,[],21686.891891891893
Appartements,Oasis,33.555522417114226,-7.63700008392334,915300,40.0,,1.0,1.0,3.0,[],22882.5
Appartements,Casablanca Finance City,,,1824000,98.0,3.0,2.0,2.0,,['Nouveau'],18612.244897959183
Appartements,Hay Zobir,33.55065739774895,-7.693630316775255,730000,65.0,5.0,2.0,1.0,1.0,"['Bon état', '5-10 ans']",11230.76923076923
Appartements,Californie,33.5320075462679,-7.616862947014511,1350000,104.0,3.0,2.0,2.0,,['Nouveau'],12980.76923076923
Appartements,Palmier,,,1500000,93.0,3.0,2.0,2.0,,['Nouveau'],16129.032258064517
Appartements,Les princesses,,,990000,45.0,1.0,1.0,1.0,,['Nouveau'],22000.0
Villas,Californie,33.53595755299843,-7.625627517700195,44800000,5000.0,12.0,7.0,6.0,0.0,"['À rénover', '20-30 ans']",8960.0
Appartements,Gauthier,,,3500000,210.0,4.0,3.0,2.0,1.0,"['Bon état', '5-10 ans']",16666.666666666668
Appartements,Gauthier,33.5889190918421,-7.62867450714111,3800000,347.0,4.0,3.0,3.0,6.0,"['Bon état', '5-10 ans']",10951.008645533142
Appartements,Maârif Extension,33.57987394514173,-7.646827697753906,1000000,124.0,3.0,2.0,2.0,4.0,"['Bon état', '20-30 ans']",8064.5161290322585
Appartements,Les Hôpitaux,33.57976970955664,-7.617312669754256,2900000,214.0,12.0,3.0,2.0,2.0,['Nouveau'],13551.401869158879
Appartements,Palmier,,,3500000,262.0,4.0,3.0,3.0,6.0,"['Bon état', '5-10 ans']",13358.778625954199
Appartements,Gauthier,,,3300000,198.0,6.0,4.0,3.0,6.0,"['Nouveau', '5-10 ans']",16666.666666666668
Appartements,Val Fleury,33.57519011717882,-7.636785507202148,2000000,124.0,5.0,3.0,2.0,,['Nouveau'],16129.032258064517
Villas,Ain Diab,,,8300000,477.0,2.0,1.0,2.0,0.0,['Bon état'],17400.41928721174
Appartements,Bourgogne Ouest,,,1007000,53.0,2.0,1.0,1.0,5.0,['Nouveau'],19000.0
